,Unnamed: 0,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
3,3,967068811667980289,2018-02-23,21:39:06,வெறுப்பது யாராக இருந்தாலும் நேசிப்பது நீயாக இரு!!!!#தல_தலடா💙💙💙 pic.twitter.com/BXAtERTGK0,Sri Lanka Standard Time,0,910435875942576128,thirumurthi2856,0,0,#தல_தலட,,None,,https://twitter.com/thirumurthi2856/status/967068811667980289,வெறுப்பது
4,4,966700837354516480,2018-02-22,21:16:54,இலங்கைக்காரய்ங்க  தான் தமிழர்களை ரொம்பவும்  விரும்புவாய்ங்க. இந்தியால  உள்ள சில இந்துத்வ காவிகள் சக இந்தியர்களை வெறுப்பது போல…சில பௌத்த காவிகள் இலங்கையிலும் சக இலங்கையர்களை வெறுப்பதுண்டு. பிரச்சினை என்னான்னா… மனிதம் மதிக்கத் தெரியாத  அதுகதாம் ஆட்சி அதிகாரத்திலிருக்கு.  https://twitter.com/kavitha129/status/966696359523901442 …,Sri Lanka Standard Time,3,579996281,anandraaj07,0,0,,,None,,https://twitter.com/anandraaj07/status/966700837354516480,வெறுப்பது
5,5,966281587246551040,2018-02-21,17:30:57,"கமலின் வருகைக்கு ஏன் இவ்வளவு பதற்றம். நல்லதொரு மாற்றம் இல்லையேல் மக்கள் அவருக்கு தருவர் ஏமாற்றம்....!!! ஆகவே , பொறுப்பது அறிவுடமைவெறுப்பது அறியாமை...!!!",Sri Lanka Standard Time,0,143834211,Dhananandhar,0,0,,,None,,https://twitter.com/Dhananandhar/status/966281587246551040,வெறுப்பது
6,6,966190727683244032,2018-02-21,11:29:55,திமுகவை  வெறுப்பது சிலருக்கு எதுவரை நீள்கிறது என்றால்..தமிழையும் வள்ளுவரையும் வெறுப்பது வரை.,Sri Lanka Standard Time,8,26447612,mekalapugazh,0,3,,,None,,https://twitter.com/mekalapugazh/status/966190727683244032,வெறுப்பது
7,7,966135930888138752,2018-02-21,07:52:10,சிலர் பணத்தை வெறுப்பதாகக் கூறுவர் ஆனால் அவர் வெறுப்பது பிறரிடமுள்ள பணத்தை மட்டுமே !!😡,Sri Lanka Standard Time,6,880043075158003713,Prema_Crazy,1,6,,,None,,https://twitter.com/Prema_Crazy/status/966135930888138752,வெறுப்பது
8,8,965822189709811712,2018-02-20,11:05:28,விரும்புவது அழகாகினும் வெறுப்பது நடத்தையே காரணம்,Sri Lanka Standard Time,7,2177581074,Chellakutty_Dee,1,7,,,None,,https://twitter.com/Chellakutty_Dee/status/965822189709811712,வெறுப்பது
9,9,965170168770023424,2018-02-18,15:54:34,@balu_gs @g4gunaa தாங்கள் குடியை வெறுப்பது எவ்வளவு உண்மயோ அதற்கு சற்றும் குறையாமல் இதுவும் உண்மை மன்னா..,Sri Lanka Standard Time,0,348946521,paramporul,0,0,,,None,"g4gunaa,balu_gs",https://twitter.com/paramporul/status/965170168770023424,வெறுப்பது
10,10,964532410409824256,2018-02-16,21:40:21,@Giri47436512 மக்களின் மனங்களை வென்ற அசைக்க முடியாத சக்தியாக திகழ்ந்தவர் அம்மா...மக்கள் மன்றங்களில் வெல்ல முடியாத விரக்தியில் வென்றவரை வெறுப்பது மனித பிறப்பிற்கு அப்பாற்பட்டது...அம்மா சும்மா ஜொலிக்கவில்லை..மக்களால் விரும்பப்பட்டார்...யோசிங்க@mufthimohamed1,Sri Lanka Standard Time,0,915992796804165632,sarianees,1,0,,,None,"mufthimohamed1,Giri47436512",https://twitter.com/sarianees/status/964532410409824256,வெறுப்பது
11,11,964381235240775680,2018-02-16,11:39:38,@boopalsridhar இதனாலதா இங்குள்ள தேசிய கட்சிகளை வெறுப்பது.! எல்லா மாநிலத்திலும் அங்கு உள்ள கட்சிகள் அவங்க மாநில நலனுக்காக பேசுவாங்க.ஆனா இங்கு உள்ளவர்கள்தா எப்பயுமே தமிழக மக்களுக்கு எதிரா பேசுவாங்க.! துரோகிகள்,Sri Lanka Standard Time,0,444859881,Manikandan_mms,1,0,,,None,boopalsridhar,https://twitter.com/Manikandan_mms/status/964381235240775680,வெறுப்பது
12,12,963730163816062976,2018-02-14,16:32:30,வாழ்கையில் எல்லோரையும் நேசியுங்கள்  நல்ல மனிதர் சந்தோசத்தை தரலாம் மோசமான மனிதர்கள் நல்ல அனுபவத்தை தரலாம்அனுபவம் தான் ஒரு மனிதனை முழுமையாக்கும் ஆக இருவர வேண்டியவர்கள் தான் எல்லோரையும் நேசியுங்கள் ஒருவரை வெறுப்பது உண்மையாக இருக்கலாம். ஆனால் நேசிப்பது மட்டும்  போலியா இருக்க கூடாது ப,Sri Lanka Standard Time,12,2853721896,Kala2016,1,3,,,None,,https://twitter.com/Kala2016/status/963730163816062976,வெறுப்பது
13,13,963720642594988032,2018-02-14,15:54:40,"@news7tamil கேவலமான டாப்பிக், உண்மையில் வெறுப்பது ப.ஜ.கவை தான். அத போடுங்களேன் பாப்போம்",Sri Lanka Standard Time,0,70369355,iamsanthoshCR,0,0,,,None,news7tamil,https://twitter.com/iamsanthoshCR/status/963720642594988032,வெறுப்பது
14,14,963718336050851840,2018-02-14,15:45:30,@news7tamil வெறுப்பது RK NAGAR ல BJP க்கு vote போட்ட அந்த 1500 பேரா ??,Sri Lanka Standard Time,6,1122709496,ananthv17,0,0,,,None,news7tamil,https://twitter.com/ananthv17/status/963718336050851840,வெறுப்பது
15,15,962187140300906496,2018-02-10,10:21:05,@Indian_hindu1 @nanthamdu3 @anbalagan147 யாரோ மீதுள்ள வெறுப்பில் ஹிந்து சமயத்தை வெறுப்பது நம் பிறப்பையே கேலி செய்வதுக்கு சமம்.வசதிக்கும் இதற்கும் துளியும் no connection..என்ன அநியாயம் நடக்குது உங்களுக்கு..எல்லா கோவில்களுக்கும் எல்லாரும் போகலாம்..சில தனி மனிதர் செய்யும் தவறுகளுக்கு சமயம் பொறுப்பில்லை.பக்திங்குறது அனுபவம்,Sri Lanka Standard Time,0,54804923,ModijiForever,2,0,,,None,"anbalagan147,nanthamdu3,Indian_hindu1",https://twitter.com/ModijiForever/status/962187140300906496,வெறுப்பது
16,16,962182836198322177,2018-02-10,10:03:59,வெறுப்பது யாராக இருந்தாலும் நேசிப்பது நாமாக இருப்போம் 🍃,Sri Lanka Standard Time,10,712960006660816897,Kirukiee,3,4,,,None,,https://twitter.com/Kirukiee/status/962182836198322177,வெறுப்பது
17,17,961971257066471424,2018-02-09,20:03:14,வெறுப்பது யாராக இருந்தாலும் நேசிப்பது நாமாக இருப்போம் 🍃,Sri Lanka Standard Time,1,381528323,tupe_light,0,0,,,None,,https://twitter.com/tupe_light/status/961971257066471424,வெறுப்பது
18,18,961823002928103424,2018-02-09,10:14:08,- வெறுப்பது யாராக இருந்தாலும் நேசிப்பது நாமாக இருப்போம் ☺🍃,Sri Lanka Standard Time,1,923774599870873600,TrustNoMan08,0,1,,,None,,https://twitter.com/TrustNoMan08/status/961823002928103424,வெறுப்பது
19,19,961803459962916865,2018-02-09,08:56:28,"@Indian_hindu1 @nanthamdu3 @anbalagan147 1. பிராமணர் உட்பட எந்த ஜாதியையும் வெறுப்பது தவறு.2.மத்தவங்க நம்மை மதிக்கணும் ஏத்துக்கணும் னு ஏன் எதிர்பார்கிறீங்க..3.ஹிந்து தர்மம் ஒரு ஜாதிக்கு மட்டும் சொந்தமல்ல..நான்கு வர்ணங்களுக்கும் சொந்தம் 4.புராணம் பக்தி இலக்கியங்கள் பெரும்பாலும் backward,sc காரங்க செஞ்சது.",Sri Lanka Standard Time,0,54804923,ModijiForever,2,0,,,None,"anbalagan147,nanthamdu3,Indian_hindu1",https://twitter.com/ModijiForever/status/961803459962916865,வெறுப்பது
20,20,961778114123636736,2018-02-09,07:15:46,வெறுப்பது யாராக இருந்தாலும் நேசிப்பது நாமாக இருப்போம் 🍃 காலை வணக்கம் 🙏🏼  pic.twitter.com/QswQ9cAZ11,Sri Lanka Standard Time,182,847744400897658881,Natu_talks,10,60,,,None,,https://twitter.com/Natu_talks/status/961778114123636736,வெறுப்பது
21,21,961612198782033920,2018-02-08,20:16:28,@im6adhana இது போன்ற அறியாமையில் இருந்து வளர்ந்து வந்ததுதான் இன்றைய மனித குலம்/நாகரீகம் என்கிற புரிதல் வேண்டும்!  அதைவிடுத்து இவ்வாறு செய்தவர்களின் வழிவந்தோரை வெறுப்பது அறியாமை.,Sri Lanka Standard Time,0,3007921231,vsswamiji,1,0,,,None,im6adhana,https://twitter.com/vsswamiji/status/961612198782033920,வெறுப்பது
22,22,961611786905468929,2018-02-08,20:14:50,@ansari_masthan இது போன்ற அறியாமையில் இருந்து வளர்ந்து வந்ததுதான் இன்றைய மனித குலம்/நாகரீகம் என்கிற புரிதல் வேண்டும்!  அதைவிடுத்து இவ்வாறு செய்தவர்களின் வழிவந்தோரை வெறுப்பது அறியாமை.,Sri Lanka Standard Time,2,3007921231,vsswamiji,0,0,,,None,ansari_masthan,https://twitter.com/vsswamiji/status/961611786905468929,வெறுப்பது
23,23,960904377224450048,2018-02-06,21:23:50,"@PTTVOnlineNews புதிய தலைமுறை TV ல் நேர்ப் பட பேசு நிகழ்ச்சியில் ஒரு ஆசிரியர் சங்கம் சார்பாக பேசுகிறார். அவரின் கருத்து 100% முட்டாள்தனம் மிகுந்த கருத்து. மாணவர்கள் எல்லா ஆசியர்களையும் வெறுப்பது சத்யமாக கிடையாது. அதிகமான குடிகார ஆசிரியர்கள், நன்னடத்தை இல்லாத ஆசிரியர்கள் தங்களின் குடும்ப மற்றும்",Sri Lanka Standard Time,0,1052587639,deennishawin,0,0,,,None,PTTVOnlineNews,https://twitter.com/deennishawin/status/960904377224450048,வெறுப்பது
24,24,960903542734176256,2018-02-06,21:20:31,"புதிய தலைமுறை TV ல் நேர்ப் பட பேசு நிகழ்ச்சியில் ஒரு ஆசிரியர் சங்கம் சார்பாக பேசுகிறார். அவரின் கருத்து 100% முட்டாள்தனம் மிகுந்த கருத்து. மாணவர்கள் எல்லா ஆசியர்களையும் வெறுப்பது சத்யமாக கிடையாது. அதிகமான குடிகார ஆசிரியர்கள், நன்னடத்தை இல்லாத ஆசிரியர்கள் தங்களின் குடும்ப மற்றும்",Sri Lanka Standard Time,0,1052587639,deennishawin,1,0,,,None,,https://twitter.com/deennishawin/status/960903542734176256,வெறுப்பது
25,25,960317369888342016,2018-02-05,06:31:17,"அகில உலக அருவை கதையின் திலகமே,சகல மனமும் விரும்பி ரசிக்கும் உருவமே, திணற திணற துரத்தி வருத்தும் ஒருவனே, எனினும் இவனின் இயல்பு அடடா பிடிக்குமே, வெறுப்பது எது பிடிப்பது எது ஒருமுறை அதை சொல்லிவிடு என இவனிடம் கேட்டால்.. #OruNallaNaalPaathuSolren 👌 @Aaru7Cs @justin_tunes",Sri Lanka Standard Time,11,1339484827,Priyarajan5796,0,3,#OruNallaNaalPaathuSolren,,None,"Aaru7Cs,justin_tunes",https://twitter.com/Priyarajan5796/status/960317369888342016,வெறுப்பது
26,26,960104517269307392,2018-02-04,16:25:29,@Swamy39 @news7tamil @HanumanthanK ஹந்தி என்பது நமது தேசிய மொழி. நம் தேசிய மொழியை வெறுப்பது நம் தேசத்தையே வெறுப்பதற்க்கு சமம்.,Sri Lanka Standard Time,0,958053926904868864,MOHANDASAN12,1,0,,,None,"HanumanthanK,news7tamil,Swamy39",https://twitter.com/MOHANDASAN12/status/960104517269307392,வெறுப்பது
27,27,959760405034885120,2018-02-03,17:38:06,பார்ப்பனர்களால் இந்து மதத்தை வெறுப்பது என்பது வைத்தியனை பிடிக்காததால் மருந்தை உட்கொள்ளாமல் இருப்பதற்க்கு ஒப்பு.,Sri Lanka Standard Time,4,1035704743,KuttiChaathaan,0,1,,,None,,https://twitter.com/KuttiChaathaan/status/959760405034885120,வெறுப்பது
28,28,959653758543130624,2018-02-03,10:34:20,"கூடாது.  ரொம்பத் தப்பு!அதை விட #பெருந்தவறு, #தாழ்த்தப்பட்டோர் மீது தொடர்ந்து அடக்குமுறை/வன்முறை செய்யும் #ஆதிக்கசாதியினரை வெறுப்பது. அவர்களை, ""இதெல்லாம் நல்லால்ல, கண்ணுகளா"" என மென்மையாகக் கண்டித்து, அரவணைத்துத் திருத்த முயலணும். அதுவே சோமீ சமூகக் கடமை  https://twitter.com/onlytruthtb/status/959648081464602624 …",Sri Lanka Standard Time,1,15132089,AmmU_MaanU,0,0,"#ப,#த,#ஆத",,None,,https://twitter.com/AmmU_MaanU/status/959653758543130624,வெறுப்பது
29,29,959034753633718272,2018-02-01,17:34:37,Hating #Hinduism due to Brahmins is like not taking the medicine because you dislike the doctor.பார்ப்பனர்களால் இந்து மதத்தை வெறுப்பது என்பது வைத்தியனை பிடிக்காததால் மருந்தை உட்கொள்ளாமல் இருப்பதற்க்கு ஒப்பு.,Sri Lanka Standard Time,0,1035704743,KuttiChaathaan,0,0,#Hinduism,,None,,https://twitter.com/KuttiChaathaan/status/959034753633718272,வெறுப்பது
0,0,968373300756992001,2018-02-27,12:02:41,ஒரு காதல் கொலைக்கு ஆரம்பம் என்றால் அந்த காதலை முதலில் வெறுப்பவன் நான்தான்,Sri Lanka Standard Time,1,904920334410817541,Navneet31510531,0,0,,,None,,https://twitter.com/Navneet31510531/status/968373300756992001,வெறுப்பவன்
1,1,960448262850338817,2018-02-05,15:11:24,பெண்கள வெறுப்பவன்,Sri Lanka Standard Time,0,2310612224,Aathibabu,1,0,,,None,,https://twitter.com/Aathibabu/status/960448262850338817,வெறுப்பவன்
2,2,959485468587966464,2018-02-02,23:25:36,@mkstalin நான் திராவிட இயக்க நபரல்ல.. ஆனால் தேசிய கட்சிகளை வெறுப்பவன்.. வந்தேறி நாயே,Sri Lanka Standard Time,0,868520998311792640,IamLovelyMahesh,0,0,,,None,mkstalin,https://twitter.com/IamLovelyMahesh/status/959485468587966464,வெறுப்பவன்
0,0,967458808174854144,2018-02-24,23:28:49,@VVR_KrishnaN @jayveeyar அதெப்படி. ரஜினியை வெறுப்பவர் BJP க்கு போவார்.,Sri Lanka Standard Time,0,923479847212539904,amarambedupuru1,0,0,,,None,"jayveeyar,VVR_KrishnaN",https://twitter.com/amarambedupuru1/status/967458808174854144,வெறுப்பவர்
1,1,960525064780132355,2018-02-05,20:16:35,இந்துக்களை வெறுப்பவர் சோனியா காந்தி.#பிரணாப்முகர்ஜி,Sri Lanka Standard Time,6,916222290035073024,Raghavan4897,0,1,#ப,,None,,https://twitter.com/Raghavan4897/status/960525064780132355,வெறுப்பவர்
2,2,960388124583981056,2018-02-05,11:12:26,இந்துக்களை வெறுப்பவர் சாேனியா காந்தி_முன்னாள் பிரதமர் பிரனாப் முகர்ஜீ,Sri Lanka Standard Time,0,903663757,GobikannanRp,0,0,,,None,,https://twitter.com/GobikannanRp/status/960388124583981056,வெறுப்பவர்
3,3,959155446618771458,2018-02-02,01:34:13,மரணத்தை   வெறுப்பவர் இவ்வுலக இன்பத்தில் திளைத்தும் - கழித்தும்  - மறுமையை வெறுத்தவராக,Sri Lanka Standard Time,0,776500057,asanjamin,0,0,,,None,,https://twitter.com/asanjamin/status/959155446618771458,வெறுப்பவர்
0,0,968181544421490688,2018-02-26,23:20:42,பகுத்தறிவு என்பது கடவுள் மறுப்பு மட்டுமே என்பதல்ல ஆத்திகராக இருந்தாலும் நம் சிந்தனை நம்பிக்கை பிற மதம் மீது வெறுப்பாக இல்லாத அளவு முதிர்ச்சி !,Sri Lanka Standard Time,1,2935088716,Ak_Twitzz,1,2,,,None,,https://twitter.com/Ak_Twitzz/status/968181544421490688,வெறுப்பாக
1,1,967044458092138496,2018-02-23,20:02:20,"வேண்டா வெறுப்பாக விலகிச் சென்றேன்,😢விட்டொழிந்தது சனியன் என சந்தோஷமாக சென்றாள் சண்டாளி 😳#கற்பனை_ட்வீட் 😂",Sri Lanka Standard Time,88,826129150796759042,Selvatwitz,3,72,#கற,,None,,https://twitter.com/Selvatwitz/status/967044458092138496,வெறுப்பாக
2,2,966300988486242307,2018-02-21,18:48:03,‘வெறுப்பாக இருந்தது’ - டெஸ்ட் முச்சதம் கண்ட கருண் நாயர் ஏமாற்றத்திலிருந்து மீண்டெழ முயற்சி  https://goo.gl/fb/jF2YGn ,Sri Lanka Standard Time,0,130064447,singarls19,0,0,,,None,,https://twitter.com/singarls19/status/966300988486242307,வெறுப்பாக
3,3,966285446979321856,2018-02-21,17:46:17,#karunnair #Cricket #INDvsSA ‘வெறுப்பாக இருந்தது’ - டெஸ்ட் முச்சதம் கண்ட கருண் நாயர் ஏமாற்றத்திலிருந்து மீண்டெழ முயற்சி  http://tamil.thehindu.com/sports/article22816611.ece?homepage=true … pic.twitter.com/S19aQ7qr2U,Sri Lanka Standard Time,12,1704625526,TamilTheHindu,0,2,"#karunnair,#Cricket,#INDvsSA",,None,,https://twitter.com/TamilTheHindu/status/966285446979321856,வெறுப்பாக
4,4,965923034434383873,2018-02-20,17:46:12,எதுவும் மாறாமல் நானும் மாறாதபோதுஉன் வெறுப்பு எனை  வெல்ல முடியாது உன் கோபம் எனை கொல்ல முடியாதுஎன்னை என்னால் மாற்றிக் கொள்ளமுடியாது முதலில் பிடித்தவை காதலாக பார்க்கப்பட்டுஇப்போது வெறுப்பாக பார்க்கபட்டால்நான் அதற்கு பொருப்பல்லஅன்பாகச் சொல்ஆயுளுக்கும் உனை நினைக்க மாட்டேன்  pic.twitter.com/g3kOEcE1Qc,Sri Lanka Standard Time,16,758165167473586185,senorita_twitzz,1,6,,,None,,https://twitter.com/senorita_twitzz/status/965923034434383873,வெறுப்பாக
5,5,963051957261885440,2018-02-12,19:37:33,தினம் தினம் உன்னால்ஏற்படும் வலிகளையும்வேதனைகளையும் தாங்கிக்கொண்டு இருக்கிறேன்உன்மேல் இருக்கும் கோபத்தைவெறுப்பாக மாற்றி விடாதேகோபம் இருந்தால் சீக்கிரம்மறைந்து விடும்வெறுப்பு வந்தால் அவ்வளவு சீக்கிரம்மறைந்து விடாது என்பதை புரிந்து கொள்...,Sri Lanka Standard Time,13,923250067158519808,Vanaja_twitz,0,8,,,None,,https://twitter.com/Vanaja_twitz/status/963051957261885440,வெறுப்பாக
6,6,962908699705536512,2018-02-12,10:08:18,மொஹலாய மன்னர்கள் மீதான வெறுப்பை இஸ்லாமியர்கள் மீதான வெறுப்பாக பார்க்க வேண்டியதில்லை..அவர்கள் இந்தியரை அடி/கொடு மைப்படுத்திய பலர் உண்டு...,Sri Lanka Standard Time,0,850278364682215425,ChermarajanA,0,0,,,None,,https://twitter.com/ChermarajanA/status/962908699705536512,வெறுப்பாக
7,7,962781688173494272,2018-02-12,01:43:36,"எவ்வளவோ பேரை நோகடித்திருக்கிறேன் என்பதை எண்ணுகையில், என்மீதே கடும் வெறுப்பாக உள்ளது. அவர்கள் அனைவரிடமும் மனம்விட்டு மன்னிப்பு கேட்கத் தோன்றுகிறது.#ஒரு பாட்டு கேட்கும்போது தோன்றியது.#இசை எனும் மனமிளக்கி.",Sri Lanka Standard Time,2,305068278,pattaasu,1,0,"#ஒர,#இச",,None,,https://twitter.com/pattaasu/status/962781688173494272,வெறுப்பாக
8,8,961912661863641088,2018-02-09,16:10:24,#நம்மிடம் வேண்டா! வெறுப்பாக பேசுபவர்களிடம் நாம் விலகி இருத்தல் நல்லது.#புரிதல்,Sri Lanka Standard Time,6,3304382770,yuvi_creation,0,2,"#நம,#ப",,None,,https://twitter.com/yuvi_creation/status/961912661863641088,வெறுப்பாக
0,0,965279138402648064,2018-02-18,23:07:35,@TrollVishal வெறுப்பான வார்த்தைகள்.,Sri Lanka Standard Time,0,924262127442968576,Rajeswri1004,1,0,,,None,TrollVishal,https://twitter.com/Rajeswri1004/status/965279138402648064,வெறுப்பான
1,1,963468083758166016,2018-02-13,23:11:06,@Sureka5670 காதல் பருவ உணர்ச்சி.. இன்று காதல் பெயரில் பல இடங்களில் வெறுப்பான நிகழ்ச்சி நடக்கிறது,Sri Lanka Standard Time,0,917793939280637952,flwraj,0,0,,,None,Sureka5670,https://twitter.com/flwraj/status/963468083758166016,வெறுப்பான
2,2,961636728019730432,2018-02-08,21:53:56,வெறுப்பான மனநிலை,Sri Lanka Standard Time,0,1034821213,tamilprem18,0,0,,,None,,https://twitter.com/tamilprem18/status/961636728019730432,வெறுப்பான
3,3,959624682658979841,2018-02-03,08:38:47,"தொகச்சொல்லித் தூவாத நீக்கி நகச்சொல்லிநன்றி பயப்பதாந் தூதுவிளக்கம்: வேற்றரசரிடம் பல செய்திகளைத் தொகுத்துச் சொல்லியும், வெறுப்பான செய்திகளைச் சொல்லும் போது கடுஞ் சொற்களை நீக்கி இனிய சொற்களால் மனம் மகிழச் சொல்லியும், தன் அரசனுக்கு நன்மை செய்பவனே தூதனாவான்.",Sri Lanka Standard Time,0,4687209744,Ak2Saravanan,0,0,,,None,,https://twitter.com/Ak2Saravanan/status/959624682658979841,வெறுப்பான
0,0,965134125295218688,2018-02-18,13:31:21,கிரிக்கெட் தெரிஞ்சவன் தோணிய வெறுப்பான்!!காமன்சென்ஸ் இருக்கவன் தோணி ஃபேனா இருப்பான்..,Sri Lanka Standard Time,0,382096914,SarcaasmMan,0,0,,,None,,https://twitter.com/SarcaasmMan/status/965134125295218688,வெறுப்பான்
1,1,965130137804001280,2018-02-18,13:15:30,@kick_offl 😂😂 ஒரு மனுஷன் இப்படியா வெறுப்பான்... அந்தாளு கண்டிப்பா இதுக்கு முன்னாடி கம்பீர் பேன தான் இருந்துருப்பாப்ள,Sri Lanka Standard Time,0,384797380,thanDhoniRule,0,0,,,None,kick_offl,https://twitter.com/thanDhoniRule/status/965130137804001280,வெறுப்பான்
2,2,964490848070123521,2018-02-16,18:55:12,நம்மவன் உழைப்பான் உழைத்து கலைப்பான்கலைப்பாற புசிப்பான்புசித்து உழுவான்உழுந்து விளைப்பான்விளைத்தது பகிர்வான்பகிர்ந்ததால் உயர்வான்உயர்ந்தவன் சதியால் தாழ்வான்தாழ்தியதால் நீதிக்கோற்வான்நீதிக்கோறும் தகுதி இழப்பான்இழப்பை எண்ணி துடிப்பான்துடித்தஅவன் உழவை வெறுப்பான்💢#ஞாழ்,Sri Lanka Standard Time,8,2406735236,imrahulramesh,1,1,#ஞ,,None,,https://twitter.com/imrahulramesh/status/964490848070123521,வெறுப்பான்
0,0,967784871618691072,2018-02-25,21:04:28,"அழையா விருந்தாளியாய் அவள் நினைவு, வேண்டா வெறுப்பாய் சில கண்ணீர் துளிகள்..,",Sri Lanka Standard Time,53,858881191021170688,MJ_twets,1,61,,,None,,https://twitter.com/MJ_twets/status/967784871618691072,வெறுப்பாய்
1,1,966367118458372097,2018-02-21,23:10:49,தனிமையில்வாழ்ந்து பார்உன்னை நீயேவெறுப்பாய்உலகம் புதிதாய்தோன்றும்மாறுதல்கள் மரணமாய்தோன்றும்இன்னும் மாறாதஒன்றுஎன் மரணம்மட்டுமேதனிமை என் மனதிற்குள்குடியேறிநினைவுகளை அழிக்கின்றதுகனவுகளை வதைக்கின்றதுஎன்னை கட்டாயமாய்இழுத்துச் சென்றுஇருட்டுக்குள் தள்ளுகிறதுதனிமை,Sri Lanka Standard Time,1,3099992035,chikku_twitz,0,0,,,None,,https://twitter.com/chikku_twitz/status/966367118458372097,வெறுப்பாய்
2,2,964686496623050752,2018-02-17,07:52:38,நீ உன்னை நேசித்தால்பிறரையும் நேசிப்பாய்நீ உன்னை  வெறுத்தால்பிறரையும் வெறுப்பாய்,Sri Lanka Standard Time,0,2556086406,king_offi,0,0,,,None,,https://twitter.com/king_offi/status/964686496623050752,வெறுப்பாய்
3,3,964023704609898496,2018-02-15,11:58:56,@ananthkesav பல நேரங்களில் அவர்களின் அந்த  முயற்சிக்குத் துணையாகவே நெறியாளர்களின் இயல்பும்..அதுதான் ஊடகத்தின் மீதான வெறுப்பாய் வளர்கிறது..நேர்மையான நேரப் பங்கீடு செய்யாமையும்.,Sri Lanka Standard Time,1,26447612,mekalapugazh,1,1,,,None,ananthkesav,https://twitter.com/mekalapugazh/status/964023704609898496,வெறுப்பாய்
4,4,963065717422669825,2018-02-12,20:32:14,யாரோ ஆசையாய் வாயிலிட்டு மென்று பின் வெறுப்பாய் வெண்சுவரில் துப்பிய ஓர் வெற்றிலை கறை தான் சட்டென நினைவுக்கு வருகிறது... காவி என்றதும்!,Sri Lanka Standard Time,3,258378099,saysatheesh,1,0,,,None,,https://twitter.com/saysatheesh/status/963065717422669825,வெறுப்பாய்
5,5,963029681191583744,2018-02-12,18:09:02,உன் மேல் மிக கோபமாய் இருக்கிறேன். வெறுப்பாய் இல்லை.,Sri Lanka Standard Time,0,336892629,Dostoyevesque,1,0,,,None,,https://twitter.com/Dostoyevesque/status/963029681191583744,வெறுப்பாய்
6,6,960797971393556480,2018-02-06,14:21:01,"ஆண் பிள்ளை வரம் வேண்டியவள் வேண்டா வெறுப்பாய் கிடைத்த பெண் பிள்ளையை வளர்த்தாள்பின்னொரு நாளில் மரண தருவாயில் மன்னிப்பு கோரினாள்தன் மலத்தை அள்ளும் மகளிடம்..,",Sri Lanka Standard Time,2,2378479998,richvimal,0,0,,,None,,https://twitter.com/richvimal/status/960797971393556480,வெறுப்பாய்
7,7,960467577641222145,2018-02-05,16:28:09,"ஆண் பிள்ளை வரம் வேண்டியவள் வேண்டா வெறுப்பாய் கிடைத்த பெண் பிள்ளையை வளர்த்தாள்பின்னொரு நாளில் மரண தருவாயில் மன்னிப்பு கோரினாள்தன் மலத்தை அள்ளும் மகளிடம்..,",Sri Lanka Standard Time,191,903113594409066496,MSRajRules,6,111,,,None,,https://twitter.com/MSRajRules/status/960467577641222145,வெறுப்பாய்
0,0,966507261240655874,2018-02-22,08:27:42,"மநீம/ந.தமி/தி.க ?வருமுன் உரைத்தல்.""பொருட்பாலை ஏற்பார் நாளும்காமப்பாலில் குளிப்பார் நாளும்அருட்பாலாம் அறப்பாலை மருளென்றே வெறுப்பார் |அருளாளர் ஆசான் அரசன் என்போருக்கு ஈயார்செருப்பால் அடிப்போருக்கு ஈவார்அறிவிலார்""(விவேக சிந்தாமணி உரை)",Sri Lanka Standard Time,9,865705043516825601,srjk22,0,5,,,None,,https://twitter.com/srjk22/status/966507261240655874,வெறுப்பார்
1,1,964314837076426752,2018-02-16,07:15:47,நீ நீயாக வாழ பழகி கொள்......!!சிலர் உன்னை விரும்புவர்.....!!!சிலர் உன்னை வெறுப்பார்... .!!!!ஆனால் உன்னுடைய வாழ்கை உன் கையில்.....இனிய காலை வணக்கம்...,Sri Lanka Standard Time,0,922119032584753152,Dinesh09031995,0,0,,,None,,https://twitter.com/Dinesh09031995/status/964314837076426752,வெறுப்பார்
2,2,960014695565443072,2018-02-04,10:28:34,நீ நீயாக வாழ கற்றுக்கொள்; சிலர் உன்னை #விரும்புவர்!! சிலர் உன்னை #வெறுப்பார்!!கவலைப்படாதே!!! இது உன் #வாழ்க்கை,Sri Lanka Standard Time,1,808849345537867776,Vijayamonish,0,0,"#வ,#வ,#வ",,None,,https://twitter.com/Vijayamonish/status/960014695565443072,வெறுப்பார்
0,0,968057242183458821,2018-02-26,15:06:46,@HRajaBJP எச்ச தயவுசெய்து நீ பேசாமல் இரு அது கொல்லபட்ட முதியோர்களுக்கு நீ செய்யும் மிக பெரிய உதவி..உன் மீது உள்ள வெறுப்பால் மக்கள் இதனையும் புறந்தள்ளி விடுவார்களோ என்று அச்சம்மாக உள்ளது.அரசியல்வாதிகள் கேட்கவில்லை எனில் பொதுமக்கள் பார்த்து கொள்வார்கள்.,Sri Lanka Standard Time,0,943560244428451841,MSelladurai10,1,0,,,None,HRajaBJP,https://twitter.com/MSelladurai10/status/968057242183458821,வெறுப்பால்
